component,year,region,value
Net other gains and losses,2024-25,West Midlands,31.0
Demolitions,2000-01,West Midlands,
Demolitions,2001-02,West Midlands,
Demolitions,2002-03,West Midlands,
Demolitions,2003-04,West Midlands,
Demolitions,2004-05,West Midlands,
Demolitions,2005-06,West Midlands,
Demolitions,2006-07,West Midlands,3514.0
Demolitions,2007-08,West Midlands,2848.0
Demolitions,2008-09,West Midlands,2650.0
Demolitions,2009-10,West Midlands,2255.0
Demolitions,2010-11,West Midlands,2180.0
Demolitions,2011-12,West Midlands,1327.0
Demolitions,2012-13,West Midlands,751.0
Demolitions,2013-14,West Midlands,1089.0
Demolitions,2014-15,West Midlands,844.0
Demolitions,2015-16,West Midlands,759.0
Demolitions,2016-17,West Midlands,917.0
Demolitions,2017-18,West Midlands,689.0
Demolitions,2018-19,West Midlands,463.0
Demolitions,2019-20,West Midlands,883.0
Demolitions,2020-21,West Midlands,657.0
Demolitions,2021-22,West Midlands,839.0
Demolitions,2022-23,West Midlands,363.0
Demolitions,2023-24,West Midlands,413.0
Demolitions,2024-25,West Midlands,482.0
Of which under PDR: demolitions,2020-21,West Midlands,2.0
Of which under PDR: demolitions,2021-22,West Midlands,25.0
Of which under PDR: demolitions,2022-23,West Midlands,0.0
Of which under PDR: demolitions,2023-24,West Midlands,0.0
Of which under PDR: demolitions,2024-25,West Midlands,144.0
Adjustment to Census 2011,2000-01,West Midlands,
Adjustment to Census 2011,2001-02,West Midlands,1842.0
Adjustment to Census 2011,2002-03,West Midlands,1842.0
Adjustment to Census 2011,2003-04,West Midlands,1842.0
Adjustment to Census 2011,2004-05,West Midlands,1842.0
Adjustment to Census 2011,2005-06,West Midlands,1842.0
Adjustment to Census 2011,2006-07,West Midlands,1842.0
Adjustment to Census 2011,2007-08,West Midlands,1842.0
Adjustment to Census 2011,2008-09,West Midlands,1842.0
Adjustment to Census 2011,2009-10,West Midlands,1842.0
Adjustment to Census 2011,2010-11,West Midlands,1842.0
Adjustment to Census 2021,2011-12,West Midlands,-473.0
Adjustment to Census 2021,2012-13,West Midlands,-473.0
Adjustment to Census 2021,2013-14,West Midlands,-473.0
Adjustment to Census 2021,2014-15,West Midlands,-473.0
Adjustment to Census 2021,2015-16,West Midlands,-473.0
Adjustment to Census 2021,2016-17,West Midlands,-473.0
Adjustment to Census 2021,2017-18,West Midlands,-473.0
Adjustment to Census 2021,2018-19,West Midlands,-473.0
Adjustment to Census 2021,2019-20,West Midlands,-473.0
Adjustment to Census 2021,2020-21,West Midlands,-473.0
Adjustment to Census 2021,2021-22,West Midlands,
Adjustment to Census 2021,2022-23,West Midlands,
Adjustment to Census 2021,2023-24,West Midlands,
Adjustment to Census 2021,2024-25,West Midlands,
Residual,2000-01,West Midlands,
Residual,2001-02,West Midlands,
Residual,2002-03,West Midlands,
Residual,2003-04,West Midlands,
Residual,2004-05,West Midlands,
Residual,2005-06,West Midlands,
Residual,2006-07,West Midlands,0.0
Residual,2007-08,West Midlands,0.0
Residual,2008-09,West Midlands,-2.0
Residual,2009-10,West Midlands,0.0
Residual,2010-11,West Midlands,0.0
Residual,2011-12,West Midlands,0.0
Residual,2012-13,West Midlands,0.0
Residual,2013-14,West Midlands,0.0
Residual,2014-15,West Midlands,0.0
Residual,2015-16,West Midlands,0.0
Residual,2016-17,West Midlands,0.0
Residual,2017-18,West Midlands,0.0
Residual,2018-19,West Midlands,0.0
Residual,2019-20,West Midlands,0.0
Residual,2020-21,West Midlands,0.0
Residual,2021-22,West Midlands,0.0
Residual,2022-23,West Midlands,0.0
Residual,2023-24,West Midlands,0.0
Residual,2024-25,West Midlands,0.0
Net additions,2000-01,East of England,17780.0
Net additions,2001-02,East of England,19154.0
Net additions,2002-03,East of England,21554.0
Net additions,2003-04,East of England,22306.0
Net additions,2004-05,East of England,23500.0
Net additions,2005-06,East of England,25831.0
Net additions,2006-07,East of England,26121.0
Net additions,2007-08,East of England,27950.0
Net additions,2008-09,East of England,21920.0
Net additions,2009-10,East of England,17439.0
Net additions,2010-11,East of England,18278.0
Net additions,2011-12,East of England,18460.0
Net additions,2012-13,East of England,15911.0
Net additions,2013-14,East of England,17451.0
Net additions,2014-15,East of England,20548.0
Net additions,2015-16,East of England,22495.0
Net additions,2016-17,East of England,25541.0
Net additions,2017-18,East of England,25763.0
Net additions,2018-19,East of England,30189.0
Net additions,2019-20,East of England,28374.0
Net additions,2020-21,East of England,25661.0
Net additions,2021-22,East of England,27457.0
Net additions,2022-23,East of England,30771.0
Net additions,2023-24,East of England,28643.0
Net additions,2024-25,East of England,26012.0
New build,2000-01,East of England,
New build,2001-02,East of England,
New build,2002-03,East of England,
New build,2003-04,East of England,
New build,2004-05,East of England,
New build,2005-06,East of England,
New build,2006-07,East of England,23955.0
New build,2007-08,East of England,25317.0
New build,2008-09,East of England,19720.0
New build,2009-10,East of England,15271.0
New build,2010-11,East of England,15788.0
New build,2011-12,East of England,17353.0
New build,2012-13,East of England,14949.0
New build,2013-14,East of England,16071.0
New build,2014-15,East of England,17733.0
New build,2015-16,East of England,18601.0
New build,2016-17,East of England,20620.0
New build,2017-18,East of England,22811.0
New build,2018-19,East of England,25453.0
New build,2019-20,East of England,24690.0
New build,2020-21,East of England,22936.0
New build,2021-22,East of England,24883.0
New build,2022-23,East of England,28523.0
New build,2023-24,East of England,26216.0
New build,2024-25,East of England,24644.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2020-21,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2021-22,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2022-23,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2023-24,East of England,12.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2024-25,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2020-21,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2021-22,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2022-23,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2023-24,East of England,8.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2024-25,East of England,3.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2020-21,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2021-22,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2022-23,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2023-24,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2024-25,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2020-21,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2021-22,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2022-23,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2023-24,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2024-25,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2020-21,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2021-22,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2022-23,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2023-24,East of England,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2024-25,East of England,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2020-21,East of England,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2021-22,East of England,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2022-23,East of England,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2023-24,East of England,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2024-25,East of England,10.0
Of which under PDR: unspecified (new build),2020-21,East of England,162.0
Of which under PDR: unspecified (new build),2021-22,East of England,98.0
Of which under PDR: unspecified (new build),2022-23,East of England,6.0
Of which under PDR: unspecified (new build),2023-24,East of England,242.0
Of which under PDR: unspecified (new build),2024-25,East of England,218.0
Of which under PDR: total (new build),2020-21,East of England,162.0
Of which under PDR: total (new build),2021-22,East of England,98.0
Of which under PDR: total (new build),2022-23,East of England,6.0
Of which under PDR: total (new build),2023-24,East of England,262.0
Of which under PDR: total (new build),2024-25,East of England,231.0
Net conversions,2000-01,East of England,
Net conversions,2001-02,East of England,
Net conversions,2002-03,East of England,
Net conversions,2003-04,East of England,
Net conversions,2004-05,East of England,
Net conversions,2005-06,East of England,
Net conversions,2006-07,East of England,537.0
Net conversions,2007-08,East of England,776.0
Net conversions,2008-09,East of England,580.0
Net conversions,2009-10,East of England,422.0
Net conversions,2010-11,East of England,288.0
Net conversions,2011-12,East of England,561.0
Net conversions,2012-13,East of England,277.0
Net conversions,2013-14,East of England,328.0
Net conversions,2014-15,East of England,306.0
Net conversions,2015-16,East of England,532.0
Net conversions,2016-17,East of England,386.0
Net conversions,2017-18,East of England,339.0
Net conversions,2018-19,East of England,799.0
Net conversions,2019-20,East of England,311.0
Net conversions,2020-21,East of England,322.0
Net conversions,2021-22,East of England,355.0
Net conversions,2022-23,East of England,316.0
Net conversions,2023-24,East of England,223.0
Net conversions,2024-25,East of England,165.0
Net change of use,2000-01,East of England,
Net change of use,2001-02,East of England,
Net change of use,2002-03,East of England,
Net change of use,2003-04,East of England,
Net change of use,2004-05,East of England,
Net change of use,2005-06,East of England,
Net change of use,2006-07,East of England,1624.0
Net change of use,2007-08,East of England,1737.0
Net change of use,2008-09,East of England,1440.0
Net change of use,2009-10,East of England,1223.0
Net change of use,2010-11,East of England,1519.0
Net change of use,2011-12,East of England,1165.0
Net change of use,2012-13,East of England,1118.0
Net change of use,2013-14,East of England,1253.0
Net change of use,2014-15,East of England,2407.0
Net change of use,2015-16,East of England,3653.0
Net change of use,2016-17,East of England,4893.0
Net change of use,2017-18,East of England,3175.0
Net change of use,2018-19,East of England,4060.0
Net change of use,2019-20,East of England,3367.0
Net change of use,2020-21,East of England,2798.0
Net change of use,2021-22,East of England,2868.0
Net change of use,2022-23,East of England,2350.0
Net change of use,2023-24,East of England,2525.0
Net change of use,2024-25,East of England,1777.0
Of which under PDR: agricultural to residential,2015-16,East of England,14.0
Of which under PDR: agricultural to residential,2016-17,East of England,69.0
Of which under PDR: agricultural to residential,2017-18,East of England,103.0
Of which under PDR: agricultural to residential,2018-19,East of England,82.0
Of which under PDR: agricultural to residential,2019-20,East of England,100.0
Of which under PDR: agricultural to residential,2020-21,East of England,164.0
Of which under PDR: agricultural to residential,2021-22,East of England,83.0
Of which under PDR: agricultural to residential,2022-23,East of England,93.0
Of which under PDR: agricultural to residential,2023-24,East of England,117.0
Of which under PDR: agricultural to residential,2024-25,East of England,112.0
Of which under PDR: office to residential,2015-16,East of England,1606.0
Of which under PDR: office to residential,2016-17,East of England,2926.0
Of which under PDR: office to residential,2017-18,East of England,1470.0
Of which under PDR: office to residential,2018-19,East of England,2259.0
Of which under PDR: office to residential,2019-20,East of England,1537.0
Of which under PDR: office to residential,2020-21,East of England,1155.0
Of which under PDR: office to residential,2021-22,East of England,1085.0
Of which under PDR: office to residential,2022-23,East of England,750.0
Of which under PDR: office to residential,2023-24,East of England,1079.0
Of which under PDR: office to residential,2024-25,East of England,668.0
Of which under PDR: storage to residential,2015-16,East of England,25.0
Of which under PDR: storage to residential,2016-17,East of England,16.0
Of which under PDR: storage to residential,2017-18,East of England,14.0
Of which under PDR: storage to residential,2018-19,East of England,13.0
Of which under PDR: storage to residential,2019-20,East of England,12.0
Of which under PDR: storage to residential,2020-21,East of England,2.0
Of which under PDR: storage to residential,2021-22,East of England,25.0
Of which under PDR: storage to residential,2022-23,East of England,1.0
Of which under PDR: storage to residential,2023-24,East of England,5.0
Of which under PDR: light industrial use to residential,2015-16,East of England,
Of which under PDR: light industrial use to residential,2016-17,East of England,
Of which under PDR: light industrial use to residential,2017-18,East of England,4.0
Of which under PDR: light industrial use to residential,2018-19,East of England,6.0
Of which under PDR: light industrial use to residential,2019-20,East of England,1.0
Of which under PDR: light industrial use to residential,2020-21,East of England,2.0
Of which under PDR: light industrial use to residential,2021-22,East of England,36.0
Of which under PDR: light industrial use to residential,2022-23,East of England,15.0
Of which under PDR: light industrial use to residential,2023-24,East of England,22.0
Of which under PDR: light industrial use to residential,2024-25,East of England,20.0
"Of which under PDR: commercial, business and service to residential",2022-23,East of England,109.0
"Of which under PDR: commercial, business and service to residential",2023-24,East of England,105.0
"Of which under PDR: commercial, business and service to residential",2024-25,East of England,94.0
Of which under PDR: any other to residential,2015-16,East of England,81.0
Of which under PDR: any other to residential,2016-17,East of England,116.0
Of which under PDR: any other to residential,2017-18,East of England,132.0
Of which under PDR: any other to residential,2018-19,East of England,37.0
Of which under PDR: any other to residential,2019-20,East of England,213.0
Of which under PDR: any other to residential,2020-21,East of England,210.0
Of which under PDR: any other to residential,2021-22,East of England,151.0
Of which under PDR: any other to residential,2022-23,East of England,123.0
Of which under PDR: any other to residential,2023-24,East of England,120.0
Of which under PDR: any other to residential,2024-25,East of England,86.0
Of which under PDR: unspecified to residential,2015-16,East of England,0.0
Of which under PDR: unspecified to residential,2016-17,East of England,0.0
Of which under PDR: unspecified to residential,2017-18,East of England,0.0
Of which under PDR: unspecified to residential,2018-19,East of England,67.0
Of which under PDR: unspecified to residential,2019-20,East of England,85.0
Of which under PDR: unspecified to residential,2020-21,East of England,13.0
Of which under PDR: unspecified to residential,2021-22,East of England,9.0
Of which under PDR: unspecified to residential,2022-23,East of England,4.0
Of which under PDR: unspecified to residential,2023-24,East of England,0.0
Of which under PDR: unspecified to residential,2024-25,East of England,3.0
Of which under PDR: total to residential,2015-16,East of England,1726.0
Of which under PDR: total to residential,2016-17,East of England,3127.0
Of which under PDR: total to residential,2017-18,East of England,1723.0
Of which under PDR: total to residential,2018-19,East of England,2464.0
Of which under PDR: total to residential,2019-20,East of England,1948.0
Of which under PDR: total to residential,2020-21,East of England,1546.0
Of which under PDR: total to residential,2021-22,East of England,1389.0
Of which under PDR: total to residential,2022-23,East of England,1095.0
Of which under PDR: total to residential,2023-24,East of England,1448.0
Of which under PDR: total to residential,2024-25,East of England,983.0
Net other gains and losses,2000-01,East of England,
Net other gains and losses,2001-02,East of England,
Net other gains and losses,2002-03,East of England,
Net other gains and losses,2003-04,East of England,
Net other gains and losses,2004-05,East of England,
Net other gains and losses,2005-06,East of England,
Net other gains and losses,2006-07,East of England,0.0
Net other gains and losses,2007-08,East of England,151.0
Net other gains and losses,2008-09,East of England,90.0
Net other gains and losses,2009-10,East of England,102.0
Net other gains and losses,2010-11,East of England,395.0
Net other gains and losses,2011-12,East of England,31.0
Net other gains and losses,2012-13,East of England,159.0
Net other gains and losses,2013-14,East of England,365.0
Net other gains and losses,2014-15,East of England,372.0
Net other gains and losses,2015-16,East of England,66.0
Net other gains and losses,2016-17,East of England,201.0
Net other gains and losses,2017-18,East of England,114.0
Net other gains and losses,2018-19,East of England,218.0
Net other gains and losses,2019-20,East of England,144.0
Net other gains and losses,2020-21,East of England,130.0
Net other gains and losses,2021-22,East of England,127.0
Net other gains and losses,2022-23,East of England,171.0
Net other gains and losses,2023-24,East of England,173.0
Net other gains and losses,2024-25,East of England,26.0
Demolitions,2000-01,East of England,
Demolitions,2001-02,East of England,
Demolitions,2002-03,East of England,
Demolitions,2003-04,East of England,
Demolitions,2004-05,East of England,
Demolitions,2005-06,East of England,
Demolitions,2006-07,East of England,1220.0
Demolitions,2007-08,East of England,1253.0
Demolitions,2008-09,East of England,1140.0
Demolitions,2009-10,East of England,803.0
Demolitions,2010-11,East of England,935.0
Demolitions,2011-12,East of England,1005.0
Demolitions,2012-13,East of England,947.0
Demolitions,2013-14,East of England,921.0
Demolitions,2014-15,East of England,625.0
Demolitions,2015-16,East of England,712.0
Demolitions,2016-17,East of England,914.0
Demolitions,2017-18,East of England,1031.0
Demolitions,2018-19,East of England,696.0
Demolitions,2019-20,East of England,493.0
Demolitions,2020-21,East of England,880.0
Demolitions,2021-22,East of England,776.0
Demolitions,2022-23,East of England,589.0
Demolitions,2023-24,East of England,494.0
Demolitions,2024-25,East of England,600.0
Of which under PDR: demolitions,2020-21,East of England,0.0
Of which under PDR: demolitions,2021-22,East of England,4.0
Of which under PDR: demolitions,2022-23,East of England,1.0
Of which under PDR: demolitions,2023-24,East of England,2.0
Of which under PDR: demolitions,2024-25,East of England,0.0
Adjustment to Census 2011,2000-01,East of England,
Adjustment to Census 2011,2001-02,East of England,1224.0
Adjustment to Census 2011,2002-03,East of England,1224.0
Adjustment to Census 2011,2003-04,East of England,1224.0
Adjustment to Census 2011,2004-05,East of England,1134.0
Adjustment to Census 2011,2005-06,East of England,1306.0
Adjustment to Census 2011,2006-07,East of England,1192.0
Adjustment to Census 2011,2007-08,East of England,1196.0
Adjustment to Census 2011,2008-09,East of England,1224.0
Adjustment to Census 2011,2009-10,East of England,1224.0
Adjustment to Census 2011,2010-11,East of England,1224.0
Adjustment to Census 2021,2011-12,East of England,355.0
Adjustment to Census 2021,2012-13,East of England,355.0
Adjustment to Census 2021,2013-14,East of England,355.0
Adjustment to Census 2021,2014-15,East of England,355.0
Adjustment to Census 2021,2015-16,East of England,355.0
Adjustment to Census 2021,2016-17,East of England,355.0
Adjustment to Census 2021,2017-18,East of England,355.0
Adjustment to Census 2021,2018-19,East of England,355.0
Adjustment to Census 2021,2019-20,East of England,355.0
Adjustment to Census 2021,2020-21,East of England,355.0
Adjustment to Census 2021,2021-22,East of England,
Adjustment to Census 2021,2022-23,East of England,
Adjustment to Census 2021,2023-24,East of England,
Adjustment to Census 2021,2024-25,East of England,
Residual,2000-01,East of England,
Residual,2001-02,East of England,
Residual,2002-03,East of England,
Residual,2003-04,East of England,
Residual,2004-05,East of England,
Residual,2005-06,East of England,
Residual,2006-07,East of England,-82.0
Residual,2007-08,East of England,26.0
Residual,2008-09,East of England,6.0
Residual,2009-10,East of England,0.0
Residual,2010-11,East of England,0.0
Residual,2011-12,East of England,0.0
Residual,2012-13,East of England,0.0
Residual,2013-14,East of England,0.0
Residual,2014-15,East of England,0.0
Residual,2015-16,East of England,0.0
Residual,2016-17,East of England,0.0
Residual,2017-18,East of England,0.0
Residual,2018-19,East of England,0.0
Residual,2019-20,East of England,0.0
Residual,2020-21,East of England,0.0
Residual,2021-22,East of England,0.0
Residual,2022-23,East of England,0.0
Residual,2023-24,East of England,0.0
Residual,2024-25,East of England,0.0
Net additions,2000-01,London,15710.0
Net additions,2001-02,London,19688.0
Net additions,2002-03,London,21648.0
Net additions,2003-04,London,25775.0
Net additions,2004-05,London,26873.0
Net additions,2005-06,London,28852.0
Net additions,2006-07,London,30927.0
Net additions,2007-08,London,31557.0
Net additions,2008-09,London,32290.0
Net additions,2009-10,London,28330.0
Net additions,2010-11,London,21820.0
Net additions,2011-12,London,29672.0
Net additions,2012-13,London,25845.0
Net additions,2013-14,London,28383.0
Net additions,2014-15,London,31649.0
Net additions,2015-16,London,35196.0
Net additions,2016-17,London,44366.0
Net additions,2017-18,London,36529.0
Net additions,2018-19,London,41424.0
Net additions,2019-20,London,45676.0
Net additions,2020-21,London,38829.0
Net additions,2021-22,London,39173.0
Net additions,2022-23,London,35263.0
Net additions,2023-24,London,31748.0
Net additions,2024-25,London,32678.0
New build,2000-01,London,
New build,2001-02,London,
New build,2002-03,London,
New build,2003-04,London,
New build,2004-05,London,
New build,2005-06,London,
New build,2006-07,London,24181.0
New build,2007-08,London,24021.0
New build,2008-09,London,24520.0
New build,2009-10,London,21336.0
New build,2010-11,London,16251.0
New build,2011-12,London,22402.0
New build,2012-13,London,20164.0
New build,2013-14,London,21763.0
New build,2014-15,London,24106.0
New build,2015-16,London,26465.0
New build,2016-17,London,30866.0
New build,2017-18,London,26769.0
New build,2018-19,London,32101.0
New build,2019-20,London,37111.0
New build,2020-21,London,31826.0
New build,2021-22,London,33573.0
New build,2022-23,London,30879.0
New build,2023-24,London,27703.0
New build,2024-25,London,28618.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2020-21,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2021-22,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2022-23,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2023-24,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2024-25,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2020-21,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2021-22,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2022-23,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2023-24,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2024-25,London,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2020-21,London,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2021-22,London,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2022-23,London,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2023-24,London,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2024-25,London,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2020-21,London,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2021-22,London,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2022-23,London,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2023-24,London,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2024-25,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2020-21,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2021-22,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2022-23,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2023-24,London,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2024-25,London,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2020-21,London,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2021-22,London,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2022-23,London,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2023-24,London,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2024-25,London,0.0
Of which under PDR: unspecified (new build),2020-21,London,0.0
Of which under PDR: unspecified (new build),2021-22,London,0.0
Of which under PDR: unspecified (new build),2022-23,London,0.0
Of which under PDR: unspecified (new build),2023-24,London,0.0
Of which under PDR: unspecified (new build),2024-25,London,0.0
Of which under PDR: total (new build),2020-21,London,0.0
Of which under PDR: total (new build),2021-22,London,0.0
Of which under PDR: total (new build),2022-23,London,0.0
Of which under PDR: total (new build),2023-24,London,0.0
Of which under PDR: total (new build),2024-25,London,0.0
Net conversions,2000-01,London,
Net conversions,2001-02,London,
Net conversions,2002-03,London,
Net conversions,2003-04,London,
Net conversions,2004-05,London,
Net conversions,2005-06,London,
Net conversions,2006-07,London,2485.0
Net conversions,2007-08,London,2334.0
Net conversions,2008-09,London,2310.0
Net conversions,2009-10,London,2116.0
Net conversions,2010-11,London,1407.0
Net conversions,2011-12,London,1600.0
Net conversions,2012-13,London,964.0
Net conversions,2013-14,London,1231.0
Net conversions,2014-15,London,1110.0
Net conversions,2015-16,London,1151.0
Net conversions,2016-17,London,1760.0
Net conversions,2017-18,London,1532.0
Net conversions,2018-19,London,1714.0
Net conversions,2019-20,London,2044.0
Net conversions,2020-21,London,924.0
Net conversions,2021-22,London,2288.0
Net conversions,2022-23,London,2053.0
Net conversions,2023-24,London,2214.0
Net conversions,2024-25,London,2008.0
Net change of use,2000-01,London,
Net change of use,2001-02,London,
Net change of use,2002-03,London,
Net change of use,2003-04,London,
Net change of use,2004-05,London,
Net change of use,2005-06,London,
Net change of use,2006-07,London,3455.0
Net change of use,2007-08,London,2678.0
Net change of use,2008-09,London,3040.0
Net change of use,2009-10,London,2776.0
Net change of use,2010-11,London,1922.0
Net change of use,2011-12,London,2704.0
Net change of use,2012-13,London,1801.0
Net change of use,2013-14,London,2301.0
Net change of use,2014-15,London,3629.0
Net change of use,2015-16,London,5901.0
Net change of use,2016-17,London,8757.0
Net change of use,2017-18,London,5482.0
Net change of use,2018-19,London,5071.0
Net change of use,2019-20,London,4426.0
Net change of use,2020-21,London,1412.0
Net change of use,2021-22,London,3872.0
Net change of use,2022-23,London,2848.0
Net change of use,2023-24,London,1943.0
Net change of use,2024-25,London,1925.0
Of which under PDR: agricultural to residential,2015-16,London,0.0
Of which under PDR: agricultural to residential,2016-17,London,1.0
Of which under PDR: agricultural to residential,2017-18,London,0.0
Of which under PDR: agricultural to residential,2018-19,London,203.0
Of which under PDR: agricultural to residential,2019-20,London,1.0
Of which under PDR: agricultural to residential,2020-21,London,0.0
Of which under PDR: agricultural to residential,2021-22,London,0.0
Of which under PDR: agricultural to residential,2022-23,London,0.0
Of which under PDR: agricultural to residential,2023-24,London,0.0
Of which under PDR: agricultural to residential,2024-25,London,0.0
Of which under PDR: office to residential,2015-16,London,3645.0
Of which under PDR: office to residential,2016-17,London,6296.0
Of which under PDR: office to residential,2017-18,London,2993.0
Of which under PDR: office to residential,2018-19,London,2777.0
Of which under PDR: office to residential,2019-20,London,2126.0
Of which under PDR: office to residential,2020-21,London,867.0
Of which under PDR: office to residential,2021-22,London,2360.0
Of which under PDR: office to residential,2022-23,London,1523.0
Of which under PDR: office to residential,2023-24,London,645.0
Of which under PDR: office to residential,2024-25,London,599.0
Of which under PDR: storage to residential,2015-16,London,0.0
Of which under PDR: storage to residential,2016-17,London,19.0
Of which under PDR: storage to residential,2017-18,London,69.0
Of which under PDR: storage to residential,2018-19,London,96.0
Of which under PDR: storage to residential,2019-20,London,63.0
Of which under PDR: storage to residential,2020-21,London,78.0
Of which under PDR: storage to residential,2021-22,London,57.0
Of which under PDR: storage to residential,2022-23,London,20.0
Of which under PDR: storage to residential,2023-24,London,0.0
Of which under PDR: light industrial use to residential,2015-16,London,
Of which under PDR: light industrial use to residential,2016-17,London,
Of which under PDR: light industrial use to residential,2017-18,London,0.0
Of which under PDR: light industrial use to residential,2018-19,London,15.0
Of which under PDR: light industrial use to residential,2019-20,London,21.0
Of which under PDR: light industrial use to residential,2020-21,London,0.0
Of which under PDR: light industrial use to residential,2021-22,London,2.0
Of which under PDR: light industrial use to residential,2022-23,London,0.0
Of which under PDR: light industrial use to residential,2023-24,London,0.0
Of which under PDR: light industrial use to residential,2024-25,London,0.0
"Of which under PDR: commercial, business and service to residential",2022-23,London,20.0
"Of which under PDR: commercial, business and service to residential",2023-24,London,26.0
"Of which under PDR: commercial, business and service to residential",2024-25,London,16.0
Of which under PDR: any other to residential,2015-16,London,68.0
Of which under PDR: any other to residential,2016-17,London,117.0
Of which under PDR: any other to residential,2017-18,London,116.0
Of which under PDR: any other to residential,2018-19,London,148.0
Of which under PDR: any other to residential,2019-20,London,89.0
Of which under PDR: any other to residential,2020-21,London,68.0
Of which under PDR: any other to residential,2021-22,London,90.0
Of which under PDR: any other to residential,2022-23,London,21.0
Of which under PDR: any other to residential,2023-24,London,56.0
Of which under PDR: any other to residential,2024-25,London,203.0
